,Name,LTP,%Chg,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty,Open,Prev.Close,,
270,Karur Vysya,59.70,3.11,"18,344,027",59.70,0.00,"51,399",0,58.30,57.90,,
271,Kaveri Seed,523.35,-2.70,"274,192",523.35,0.00,75,0,543.90,537.85,,
272,KEC Intl,457.10,-0.95,"297,922",457.10,0.00,1,0,467.50,461.50,,
273,KEI Industries,"1,009.30",2.24,"295,068",0.00,"1,009.30",0,841,985.00,987.20,,
274,KNR Construct,284.75,-2.33,"1,542,692",284.75,0.00,"8,919",0,293.80,291.55,,
275,Kotak Mahindra,"2,074.70",1.00,"1,434,428","2,074.70",0.00,12,0,"2,068.00","2,054.10",,
276,KPIT Tech,429.65,6.43,"3,407,736",429.65,0.00,"3,582",0,406.40,403.70,,
277,KPR Mill,532.55,-1.10,"431,476",532.55,0.00,"3,454",0,542.50,538.50,,
278,KRBL,253.55,-3.46,"688,136",0.00,253.55,0,"7,380",264.00,262.65,,
279,KSB Pumps,"1,272.30",-3.13,"47,897",0.00,0.00,0,0,"1,329.00","1,313.40",,
280,L&T Finance,86.00,0.70,"3,602,112",0.00,86.00,0,"3,723",85.60,85.40,,
281,L&T Technology,"5,288.95",2.29,"311,067",0.00,"5,288.95",0,980,"5,220.00","5,170.75",,
282,La Opala RG,352.10,3.09,"188,890",352.10,0.00,825,0,341.05,341.55,,
283,Lakshmi Machine,"9,780.75",4.82,"26,516","9,780.75",0.00,137,0,"9,310.00","9,331.25",,
284,Larsen,"1,959.95",1.46,"2,026,320","1,959.95",0.00,201,0,"1,940.00","1,931.70",,
285,L&T Infotech,"7,243.25",4.24,"594,614","7,243.25",0.00,24,0,"7,000.00","6,948.75",,
286,Laurus Labs,452.45,-2.11,"4,250,872",452.45,0.00,577,0,462.60,462.20,,
287,Lemon Tree Hote,54.65,0.09,"1,417,675",54.65,0.00,"14,692",0,55.10,54.60,,
288,LIC Housing Fin,431.05,0.81,"2,393,294",431.05,0.00,523,0,430.90,427.60,,
289,Linde India,"2,558.40",1.03,"64,721",0.00,"2,558.40",0,"1,292","2,557.70","2,532.40",,
290,Lupin,948.25,1.35,"731,054",948.25,0.00,189,0,941.00,935.65,,
291,Lux Industries,"4,184.90",2.07,"112,094","4,184.90",0.00,16,0,"4,130.00","4,100.10",,
292,Mahanagar Gas,"1,009.20",0.36,"205,848",0.00,"1,009.20",0,71,"1,006.95","1,005.55",,
293,Mah Scooters,"4,436.85",-0.22,"3,911",0.00,0.00,0,0,"4,446.65","4,446.65",,
294,Mah Seamless,530.55,5.21,"489,665",530.55,0.00,"4,905",0,508.85,504.30,,
295,M&M Financial,198.50,1.04,"1,834,531",198.50,0.00,"3,455",0,197.25,196.45,,
296,M&M,937.80,1.41,"6,239,600",0.00,937.80,0,"4,268",934.00,924.75,,
297,Mahindra CIE,277.35,1.13,"164,675",277.35,0.00,23,0,275.95,274.25,,
298,Mahindra Holida,249.85,-5.13,"548,317",0.00,249.85,0,178,263.00,263.35,,
299,Mahindra Logist,731.95,1.22,"121,255",731.95,0.00,298,0,726.70,723.10,,
300,Manappuram Fin,218.45,0.76,"2,362,133",0.00,218.45,0,160,218.00,216.80,,
301,MRPL,49.05,-0.81,"690,728",49.05,0.00,"2,809",0,49.60,49.45,,
302,Marico,546.80,-0.26,"1,257,824",0.00,546.80,0,75,552.35,548.20,,
303,Maruti Suzuki,"7,479.85",0.35,"349,666",0.00,"7,479.85",0,"1,395","7,530.00","7,453.45",,
304,MAS Financial S,781.70,2.71,"30,805",0.00,781.70,0,79,764.00,761.10,,
305,Max Financial,973.55,0.92,"1,248,970",973.55,0.00,728,0,956.30,964.65,,
306,Max Healthcare,343.45,1.99,"3,945,560",343.45,0.00,"1,054",0,339.90,336.75,,
307,Mazagon Dock,306.85,0.36,"677,320",0.00,306.85,0,"4,241",307.30,305.75,,
308,Metropolis,"3,094.55",0.74,"275,129",0.00,"3,094.55",0,366,"3,050.00","3,071.95",,
309,Minda Corp,167.05,0.72,"272,869",167.05,0.00,"1,185",0,167.25,165.85,,
310,Minda Ind,936.30,8.60,"1,790,550",0.00,936.30,0,"4,882",859.00,862.15,,
311,Mindtree,"4,914.10",0.53,"1,133,014",0.00,"4,914.10",0,"3,298","4,949.00","4,888.05",,
312,Mishra Dhatu Ni,198.00,-0.15,"416,064",0.00,198.00,0,75,199.30,198.30,,
313,MMTC Ltd,42.10,-1.29,"861,258",0.00,42.10,0,"10,351",42.90,42.65,,
314,MOIL,176.65,0.20,"516,748",0.00,176.65,0,161,177.80,176.30,,
315,Motilal Oswal,970.25,2.59,"268,035",0.00,970.25,0,87,952.95,945.75,,
316,MphasiS,"3,353.40",0.15,"773,128","3,353.40",0.00,121,0,"3,405.00","3,348.25",,
317,MRF,"78,174.85",1.25,"11,688","78,174.85",0.00,1,0,"77,580.00","77,210.90",,
318,MCX India,"1,948.65",-0.21,"315,841",0.00,"1,948.65",0,717,"1,955.00","1,952.80",,
319,Muthoot Finance,"1,691.35",0.29,"1,069,334","1,691.35",0.00,324,0,"1,699.80","1,686.45",,
320,Narayana Hruda,547.60,-4.17,"524,060",547.60,0.00,162,0,568.90,571.45,,
321,Natco Pharma,828.70,0.55,"377,907",828.70,0.00,702,0,816.00,824.15,,
322,NALCO,101.45,2.17,"41,846,094",101.45,0.00,"2,925",0,100.15,99.30,,
323,NFL,55.70,0.00,"179,496",55.70,0.00,"1,668",0,56.10,55.70,,
324,Navin Fluorine,"3,531.95",-1.79,"197,173",0.00,"3,531.95",0,397,"3,618.00","3,596.40",,
325,NBCC,(India),47.30,0.85,"11,878,317",0.00,47.30,0,"43,832",47.20,46.90,
326,NCC,80.05,1.33,"4,069,506",80.05,0.00,"7,129",0,79.25,79.00,,
327,NESCO,627.25,-1.44,"46,619",0.00,627.25,0,"1,075",644.90,636.40,,
328,Nestle,"19,142.45",1.53,"66,512","19,142.45",0.00,49,0,"18,950.00","18,854.00",,
329,Network,18,85.70,-1.78,"1,632,795",0.00,85.70,0,"47,471",86.55,87.25,
330,New India Assur,159.45,-1.24,"204,156",0.00,159.45,0,"1,232",161.30,161.45,,
331,NHPC,32.30,0.78,"10,547,305",0.00,32.30,0,"101,633",32.35,32.05,,
332,Nilkamal,"2,388.65",-0.39,"8,373","2,388.65",0.00,30,0,"2,415.90","2,397.95",,
333,Nippon,422.25,0.37,"398,907",422.25,0.00,179,0,424.95,420.70,,
334,NLC India,68.40,5.56,"10,568,831",68.40,0.00,"2,781",0,67.00,64.80,,
335,NMDC,143.05,-1.11,"11,385,732",143.05,0.00,1,0,147.00,144.65,,
336,NOCIL,259.75,1.13,"696,140",259.75,0.00,"4,164",0,258.50,256.85,,
337,NTPC,136.45,-0.15,"9,306,659",0.00,136.45,0,"1,057",138.20,136.65,,
338,Oberoi Realty,974.05,1.76,"1,114,116",974.05,0.00,145,0,967.65,957.25,,
339,ONGC,154.65,0.75,"10,552,485",154.65,0.00,"6,937",0,154.00,153.50,,
340,Oil India,221.90,2.42,"2,027,151",221.90,0.00,232,0,223.10,216.65,,
341,Oracle Fin Serv,"4,450.30",-0.35,"98,135",0.00,"4,450.30",0,121,"4,425.25","4,465.75",,
342,Orient Electric,365.40,-1.69,"252,084",365.40,0.00,"1,141",0,371.40,371.70,,
343,Page Industries,"40,439.95",0.63,"60,777",0.00,"40,439.95",0,40,"40,399.00","40,186.95",,
344,Persistent,"4,146.95",0.40,"203,202",0.00,"4,146.95",0,193,"4,144.25","4,130.55",,
345,Petronet LNG,236.90,0.00,"1,571,935",236.90,0.00,"2,523",0,238.95,236.90,,
346,Pfizer,"5,129.50",-0.21,"13,231",0.00,"5,129.50",0,7,"5,183.85","5,140.30",,
347,Phillips Carbon,228.20,-1.66,"838,516",228.20,0.00,314,0,233.25,232.05,,
348,Phoenix Mills,"1,082.80",-0.42,"363,118",0.00,"1,082.80",0,"2,089","1,091.95","1,087.40",,
349,PI Industries,"2,737.85",-0.42,"262,891","2,737.85",0.00,161,0,"2,769.90","2,749.30",,
350,Pidilite Ind,"2,426.20",-1.93,"634,268","2,426.20",0.00,182,0,"2,490.00","2,474.00",,
351,Piramal Enter,"2,654.30",-2.10,"1,015,011","2,654.30",0.00,175,0,"2,711.10","2,711.10",,
352,PNB Housing Fin,462.85,0.82,"317,846",462.85,0.00,260,0,460.00,459.10,,
353,PNC Infratech,338.50,0.31,"147,154",338.50,0.00,693,0,339.95,337.45,,
354,Poly Medicure,927.50,0.10,"44,035",0.00,927.50,0,940,930.00,926.55,,
355,Polycab,"2,517.45",0.72,"252,131",0.00,"2,517.45",0,657,"2,514.00","2,499.40",,
356,Polyplex Corp,"1,711.40",-0.56,"79,986","1,711.40",0.00,137,0,"1,734.60","1,721.05",,
357,Power Finance,138.10,-1.00,"4,692,840",138.10,0.00,"28,696",0,140.50,139.50,,
358,Power Grid Corp,182.00,-0.08,"7,193,005",182.00,0.00,670,0,183.70,182.15,,
359,Prestige Estate,510.55,3.00,"2,044,643",0.00,510.55,0,"18,867",484.00,495.70,,
360,Prince Pipes,851.40,1.86,"337,730",851.40,0.00,"4,557",0,845.60,835.85,,
361,Prism Johnson,136.60,-0.98,"306,335",136.60,0.00,"5,797",0,139.85,137.95,,
362,Procter&Gamble,"5,164.85",-0.18,"8,060","5,164.85",0.00,4,0,"5,218.00","5,174.30",,
363,P and G,"14,867.30",1.52,"16,118",0.00,"14,867.30",0,3,"14,754.85","14,644.95",,
364,PNB,41.75,-0.24,"28,798,008",41.75,0.00,"2,376",0,42.20,41.85,,
365,PVR,"1,733.95",1.02,"282,783",0.00,0.00,0,0,"1,720.00","1,716.50",,
366,Quess Corp,939.35,-0.03,"197,792",0.00,939.35,0,60,945.90,939.65,,
367,Radico Khaitan,"1,067.25",-1.07,"174,381","1,067.25",0.00,112,0,"1,079.80","1,078.80",,
368,Rail Vikas,37.65,-2.08,"6,165,853",37.65,0.00,"13,806",0,38.55,38.45,,
369,Rain Industries,210.25,-3.29,"1,463,821",210.25,0.00,"1,329",0,218.00,217.40,,
370,Rajesh Exports,646.95,1.01,"236,763",646.95,0.00,272,0,643.65,640.45,,
371,Rallis India,266.15,-1.11,"226,395",266.15,0.00,232,0,272.00,269.15,,
372,Rashtriya Chem,80.00,0.82,"1,101,821",0.00,80.00,0,"24,551",79.95,79.35,,
373,Ratnamani Metal,"2,240.85",3.53,"348,136",0.00,0.00,0,0,"2,165.00","2,164.45",,
374,Raymond,507.00,1.50,"516,352",0.00,507.00,0,334,499.80,499.50,,
375,RBL Bank,211.20,-0.19,"5,853,095",211.20,0.00,48,0,212.75,211.60,,
376,REC,145.65,-2.77,"6,632,523",0.00,145.65,0,72,150.90,149.80,,
377,Redington,149.70,-2.48,"2,729,154",0.00,149.70,0,"8,975",156.00,153.50,,
378,Relaxo Footwear,"1,376.80",1.18,"74,261","1,376.80",0.00,8,0,"1,366.00","1,360.80",,
379,Reliance,"2,593.10",1.51,"4,020,744",0.00,"2,593.10",0,"7,865","2,562.90","2,554.55",,
380,Responsive Ind,122.45,0.95,"50,923",0.00,122.45,0,10,121.90,121.30,,
381,RHI Magnesita,342.75,-2.02,"134,076",0.00,342.75,0,"2,637",353.00,349.80,,
382,RITES,294.05,2.71,"761,332",294.05,0.00,799,0,292.00,286.30,,
383,Rossari,"1,421.60",2.37,"107,711","1,421.60",0.00,511,0,"1,400.00","1,388.75",,
384,Route,"1,947.80",-0.22,"65,448",0.00,"1,947.80",0,162,"1,962.80","1,952.15",,
385,Sanofi India,"8,290.35",3.34,"17,339","8,290.35",0.00,56,0,"8,035.00","8,022.35",,
386,SBI Card,"1,085.70",1.09,"914,220",0.00,"1,085.70",0,160,"1,085.00","1,073.95",,
387,SBI Life Insura,"1,174.90",1.88,"1,281,030",0.00,"1,174.90",0,302,"1,154.00","1,153.20",,
388,Schaeffler Ind,"7,866.35",-2.22,"23,578","7,866.35",0.00,10,0,"8,099.95","8,045.10",,
389,Schneider Infra,114.05,-3.39,"729,302",0.00,0.00,0,0,116.00,118.05,,
390,Sequent Scienti,181.05,-1.63,"963,730",181.05,0.00,"3,194",0,185.45,184.05,,
391,Sharda Crop,324.55,-1.82,"61,483",0.00,324.55,0,4,332.90,330.55,,
392,Sheela Foam,"3,117.35",13.95,"186,247",0.00,"3,117.35",0,730,"2,750.00","2,735.65",,
393,Shilpa,566.80,-0.09,"76,158",566.80,0.00,304,0,568.70,567.30,,
394,Shipping Corp,133.70,-1.26,"1,077,163",0.00,133.70,0,467,136.85,135.40,,
395,Shoppers Stop,379.35,0.08,"140,082",379.35,0.00,425,0,383.90,379.05,,
396,Shree Cements,"29,388.90",1.30,"23,683","29,388.90",0.00,16,0,"29,228.45","29,010.55",,
397,Shriram City,"2,093.80",-0.17,"7,783",0.00,"2,093.80",0,1,"2,107.95","2,097.45",,
398,Shriram Trans,"1,622.40",-0.85,"1,102,283",0.00,"1,622.40",0,99,"1,646.90","1,636.30",,
399,Siemens,"2,384.65",-0.54,"261,079","2,384.65",0.00,42,0,"2,410.00","2,397.50",,
400,SIS,474.70,1.01,"169,824",0.00,0.00,0,0,474.90,469.95,,
401,SJVN,29.70,-0.67,"6,377,687",0.00,29.70,0,"115,501",30.10,29.90,,
402,SKF India,"3,923.05",1.38,"66,478","3,923.05",0.00,85,0,"3,850.00","3,869.75",,
403,Sobha,895.35,-0.31,"379,218",0.00,895.35,0,120,900.00,898.10,,
404,Solar Ind,"2,575.95",1.75,"148,048",0.00,0.00,0,0,"2,547.00","2,531.75",,
405,SOLARA ACTIVE P,"1,122.45",-10.11,"849,757",0.00,"1,122.45",0,598,"1,239.90","1,248.65",,
406,Sonata,862.75,-0.40,"203,194",0.00,862.75,0,293,867.10,866.25,,
407,Spandana Sphoor,524.85,-1.65,"19,811",0.00,0.00,0,0,534.70,533.65,,
408,SpiceJet,74.00,1.09,"7,716,344",0.00,74.00,0,"25,198",73.25,73.20,,
409,SRF,"2,154.90",1.38,"1,747,671","2,154.90",0.00,286,0,"2,159.00","2,125.60",,
410,Star Cement,102.15,-0.44,"101,491",102.15,0.00,375,0,102.20,102.60,,
411,SBI,511.35,0.34,"19,836,221",0.00,511.35,0,327,512.00,509.60,,
412,SAIL,117.50,0.43,"24,442,697",0.00,117.50,0,"71,622",118.00,117.00,,
413,Sterling,&,Wils,433.45,-1.00,"512,039",433.45,0.00,11,0,440.00,437.85
414,Sterlite Techno,276.35,3.25,"519,634",276.35,0.00,"1,996",0,269.80,267.65,,
415,Strides Pharma,508.50,4.36,"1,535,750",0.00,508.50,0,319,493.50,487.25,,
416,Sudarshan Chem,585.10,-2.30,"154,301",585.10,0.00,132,0,600.00,598.90,,
417,SUMITOMO,380.85,-0.47,"197,538",380.85,0.00,720,0,384.80,382.65,,
418,Sun Pharma Adv,264.40,-0.36,"162,205",0.00,264.40,0,147,266.25,265.35,,
419,Sun Pharma,806.50,1.47,"2,076,523",0.00,806.50,0,315,803.95,794.85,,
420,Sun TV Network,562.35,-0.87,"1,004,838",0.00,562.35,0,"6,759",566.90,567.30,,
421,Sundaram Fin,"2,424.40",-0.42,"15,429",0.00,"2,424.40",0,1,"2,441.50","2,434.70",,
422,Sundaram-Clayto,"4,398.55",3.13,"20,668",0.00,"4,398.55",0,1,"4,279.00","4,265.20",,
423,Sundram,823.95,-0.15,"97,754",0.00,823.95,0,661,827.35,825.15,,
424,Sunteck Realty,487.90,3.71,"916,535",0.00,487.90,0,"13,057",483.00,470.45,,
425,Suprajit Eng,380.65,4.96,"798,561",0.00,380.65,0,416,368.95,362.65,,
426,Supreme Ind,"2,299.00",-1.67,"356,527","2,299.00",0.00,21,0,"2,363.55","2,338.15",,
427,Supreme Petro,673.20,-0.60,"12,626",0.00,673.20,0,2,685.40,677.25,,
428,Suven Pharma,513.70,-1.04,"138,901",0.00,513.70,0,75,522.00,519.10,,
429,Suzlon Energy,7.10,0.00,"28,835,161",0.00,7.10,0,"54,008",7.10,7.10,,
430,Swan Energy,126.10,0.08,"70,925",126.10,0.00,752,0,126.00,126.00,,
431,Symphony,"1,038.60",-0.63,"16,765",0.00,0.00,0,0,"1,054.00","1,045.20",,
432,Syngene Intl,554.65,1.66,"534,248",0.00,554.65,0,548,548.00,545.60,,
433,Tanla Platforms,"1,275.15",5.00,"300,296","1,275.15",0.00,"25,406",0,"1,230.00","1,214.45",,
434,Tasty Bite,"15,722.10",-0.98,"1,993","15,722.10",0.00,4,0,"15,883.20","15,878.05",,
435,Tata Chemicals,935.85,1.13,"1,193,780",935.85,0.00,476,0,930.00,925.35,,
436,Tata Coffee,220.70,0.46,"1,861,022",0.00,220.70,0,951,221.75,219.70,,
437,Tata Comm,"1,225.75",-0.97,"450,710","1,225.75",0.00,107,0,"1,240.50","1,237.70",,
438,TCS,"3,526.05",1.09,"1,747,259",0.00,"3,526.05",0,"1,492","3,506.00","3,488.20",,
439,TATA,847.90,1.22,"1,180,441",0.00,847.90,0,"2,771",842.25,837.65,,
440,Tata Elxsi,"6,552.75",-0.59,"164,665","6,552.75",0.00,742,0,"6,651.15","6,591.80",,
441,Tata Inv Corp,"1,566.05",-0.91,"22,177","1,566.05",0.00,150,0,"1,584.40","1,580.40",,
442,Tata Motors,507.05,0.72,"20,731,808",507.05,0.00,"2,838",0,506.95,503.45,,
443,TML-D,285.00,-0.58,"4,254,022",0.00,285.00,0,"2,081",288.10,286.65,,
444,Tata Power,239.85,0.04,"42,038,250",239.85,0.00,497,0,242.00,239.75,,
445,Tata Steel,"1,287.25",-0.95,"23,239,558",0.00,"1,287.25",0,434,"1,340.00","1,299.60",,
446,TCI Express,"1,971.10",1.47,"45,235","1,971.10",0.00,55,0,"1,948.00","1,942.60",,
447,TCNS Clothing C,822.40,-0.34,"27,892",0.00,822.40,0,18,825.20,825.20,,
448,TeamLease,Ser.,"4,667.80",0.07,"9,679","4,667.80",0.00,3,0,"4,699.95","4,664.40",
449,Tech Mahindra,"1,585.00",4.14,"3,713,868",0.00,"1,585.00",0,"1,365","1,538.50","1,521.95",,
450,Ramco Cements,"1,067.00",0.16,"210,199",0.00,"1,067.00",0,106,"1,066.20","1,065.25",,
451,Thermax,"1,533.35",0.69,"739,006",0.00,"1,533.35",0,74,"1,540.00","1,522.85",,
452,Thyrocare Techn,"1,129.50",1.03,"33,489",0.00,"1,129.50",0,84,"1,126.00","1,118.00",,
453,Timken,"1,994.45",0.91,"168,886",0.00,"1,994.45",0,665,"1,985.00","1,976.40",,
454,Titan Company,"2,539.50",0.45,"1,673,817",0.00,"2,539.50",0,"1,103","2,547.85","2,528.10",,
455,Torrent Pharma,"2,791.35",-1.53,"754,595",0.00,"2,791.35",0,16,"2,834.60","2,834.60",,
456,Torrent Power,539.30,0.75,"1,334,026",0.00,539.30,0,"1,510",535.30,535.30,,
457,Trent,"1,149.15",0.17,"502,799",0.00,"1,149.15",0,8,"1,150.20","1,147.20",,
458,Trident,39.65,0.00,"8,578,328",0.00,39.65,0,"8,503",39.90,39.65,,
459,Triveni Turbine,210.95,-4.72,"1,017,554",0.00,210.95,0,"11,905",216.00,221.40,,
460,TTK Prestige,"11,199.85",1.12,"5,598",0.00,0.00,0,0,"11,250.00","11,075.80",,
461,Tube Investment,"1,746.05",2.04,"90,689","1,746.05",0.00,"2,677",0,"1,728.00","1,711.10",,
462,TV18 Broadcast,46.85,0.21,"6,464,982",0.00,46.85,0,"6,270",47.00,46.75,,
463,TVS Motor,729.05,-2.41,"4,094,224",0.00,729.05,0,"2,161",752.00,747.05,,
464,UCO Bank,14.10,-1.05,"4,301,307",0.00,14.10,0,14,14.30,14.25,,
465,Uflex,521.80,-1.09,"168,853",521.80,0.00,55,0,532.00,527.55,,
466,Ujjivan Financi,166.45,0.30,"471,111",0.00,166.45,0,4,167.90,165.95,,
467,Ujjivan Small,20.85,0.00,"1,649,973",0.00,20.85,0,"22,566",20.95,20.85,,
468,UltraTechCement,"8,080.75",0.37,"180,509","8,080.75",0.00,13,0,"8,085.00","8,050.65",,
469,Union Bank,50.00,0.81,"21,666,644",0.00,50.00,0,"3,614",49.70,49.60,,
470,United Brewerie,"1,734.80",1.20,"186,206",0.00,"1,734.80",0,190,"1,722.00","1,714.15",,
471,United Spirits,958.60,0.81,"1,530,182",0.00,958.60,0,76,954.00,950.90,,
472,UPL,769.55,0.63,"1,608,464",0.00,769.55,0,"2,165",770.00,764.70,,
473,UTI AMC,"1,094.80",-2.37,"73,444",0.00,"1,094.80",0,43,"1,111.00","1,121.35",,
474,V-Guard Ind,253.00,0.08,"180,747",253.00,0.00,"1,040",0,252.20,252.80,,
475,V-Mart Retail,"4,340.50",1.85,"32,290","4,340.50",0.00,420,0,"4,296.85","4,261.85",,
476,Vaibhav Global,542.80,-0.97,"117,879",542.80,0.00,515,0,557.00,548.10,,
477,Vakrangee,37.30,-0.80,"2,677,484",0.00,37.30,0,"4,802",37.65,37.60,,
478,Valiant Organic,"1,232.40",-5.04,"87,327",0.00,"1,232.40",0,132,"1,288.00","1,297.75",,
479,Vardhman Text,"2,022.60",2.10,"90,364","2,022.60",0.00,3,0,"1,995.00","1,980.95",,
480,Varroc Engineer,280.00,-1.70,"746,353",280.00,0.00,67,0,282.00,284.85,,
481,Varun Beverages,971.85,5.45,"667,697",971.85,0.00,"2,140",0,928.70,921.60,,
482,Vedanta,328.20,1.34,"15,039,279",328.20,0.00,"7,935",0,325.90,323.85,,
483,Venkys,"2,774.95",-0.30,"38,704",0.00,"2,774.95",0,217,"2,786.15","2,783.40",,
484,Vinati Organics,"2,018.70",2.02,"37,621",0.00,"2,018.70",0,9,"1,990.80","1,978.80",,
485,VIP Industries,621.35,-5.36,"371,619",621.35,0.00,361,0,656.55,656.55,,
486,Vodafone Idea,10.30,4.57,"285,024,686",0.00,10.30,0,"390,752",9.95,9.85,,
487,Voltas,"1,264.35",1.24,"569,624",0.00,"1,264.35",0,1,"1,255.50","1,248.90",,
488,VST,"3,325.50",0.93,"4,688",0.00,0.00,0,0,"3,311.35","3,294.85",,
489,WABCO India,"8,129.55",0.34,"20,475","8,129.55",0.00,13,0,"8,102.00","8,101.95",,
490,Welspun Corp,147.95,5.79,"6,183,788",147.95,0.00,"1,170",0,141.70,139.85,,
491,Welspun India,140.10,0.04,"773,231",0.00,140.10,0,"3,963",140.80,140.05,,
492,Westlife Dev,586.55,1.20,"105,376",586.55,0.00,"1,354",0,580.00,579.60,,
493,Whirlpool,"2,276.95",-1.73,"254,066","2,276.95",0.00,9,0,"2,330.00","2,317.05",,
494,Wipro,660.05,2.84,"6,063,253",660.05,0.00,"4,123",0,648.00,641.80,,
495,Wockhardt,451.95,-0.37,"280,994",0.00,451.95,0,945,455.95,453.65,,
496,Yes Bank,13.15,-0.75,"43,718,885",13.15,0.00,"308,853",0,13.30,13.25,,
497,Zee Entertain,312.70,-0.43,"13,094,002",0.00,312.70,0,"17,817",322.50,314.05,,
498,Zensar Tech,473.20,1.36,"412,503",473.20,0.00,"2,716",0,470.80,466.85,,
499,Zydus Wellness,"2,057.25",2.09,"27,879","2,057.25",0.00,868,0,"2,016.60","2,015.10",,
